7356 20
maximum	-2.355	-2.830	-2.036	-5.203	0.599	-0.781	-2.536	1.202	0.978	3.340	-2.936	-1.635	6.144	-2.188	0.169	-1.017	7.886	-3.054	-6.946	-2.536
document	0.331	-4.822	1.672	2.797	1.030	-3.699	-0.247	-1.372	2.075	-1.878	0.946	0.598	-6.214	1.337	4.072	-6.902	6.459	-1.097	1.385	0.461
documents	-3.114	-2.923	3.126	3.225	2.006	-2.626	-0.191	-1.220	1.874	-5.621	0.302	0.707	-7.139	1.092	4.569	-7.939	4.783	2.164	1.158	0.667
suffered	-5.078	0.457	-0.705	-6.366	2.448	-3.164	-0.321	4.150	1.474	-2.984	-0.573	-1.192	3.267	-2.499	-6.499	3.434	-7.613	-0.518	-4.996	-2.655
cable	-2.964	3.663	-4.253	-2.907	-5.650	-0.257	-0.105	2.066	-6.442	5.282	1.976	0.285	2.030	2.835	5.280	0.074	7.884	0.247	2.306	-8.325
standing	-0.187	-3.056	-1.086	-1.862	-3.976	0.945	-0.546	4.042	3.550	1.664	-2.944	1.152	-0.209	0.364	-0.406	2.348	-0.397	-3.443	-0.728	0.836
crisis	-2.738	2.011	-1.695	3.363	4.961	-1.764	-2.442	8.314	0.345	-2.591	1.973	-2.950	2.727	1.074	-3.653	-2.528	-1.811	-0.112	-3.918	-5.734
chance	0.464	4.814	1.670	-4.264	0.500	0.186	-3.708	1.025	4.695	2.309	2.576	1.427	1.406	2.052	0.735	3.499	2.392	-0.233	-6.097	0.990
strongly	2.041	-0.192	1.920	2.889	-1.288	0.548	-5.442	3.087	-0.410	-2.418	0.617	-4.044	-1.970	3.412	-0.691	0.293	-4.292	0.419	-0.757	2.168
accounts	-3.627	-1.354	4.956	0.550	2.576	-0.324	-1.726	0.924	4.245	-4.869	1.004	-0.382	0.034	-0.923	-0.285	-1.102	0.766	2.324	0.827	0.649
solid	0.182	0.644	-2.437	-2.529	-4.293	0.583	0.945	2.160	-3.952	0.484	-0.489	-4.099	1.148	-0.574	0.271	-1.171	1.171	-8.083	0.201	6.833
surrounding	-3.382	-3.128	1.136	-0.776	-2.442	-1.417	-3.149	4.179	-1.799	-2.801	-2.615	1.324	3.916	-1.204	-2.244	1.826	-0.932	-2.492	3.474	2.826
copy	-3.095	-0.710	-0.043	-2.589	2.396	-2.831	0.608	-1.789	3.418	1.186	4.644	2.112	-5.524	1.280	3.622	-3.377	9.267	0.593	0.905	4.406
join	0.112	1.025	-0.121	-1.968	-0.847	0.750	-4.332	3.698	-0.339	4.899	-1.379	6.964	-4.660	2.011	2.090	2.087	-3.502	2.414	0.132	-2.533
showing	-0.613	-4.233	-0.451	0.595	-3.311	-2.438	1.403	-0.351	1.690	-2.732	-0.629	2.256	3.997	0.886	-1.238	0.253	2.358	-2.915	0.211	-0.008
circle	4.915	-0.702	-0.642	1.719	-1.840	5.728	3.149	3.283	1.621	-0.092	-4.235	0.709	1.095	-1.294	-1.501	5.118	5.132	-3.403	-0.200	2.986
commander	2.463	4.870	2.151	4.040	3.326	1.001	8.588	8.256	2.259	5.525	-5.198	2.035	-4.588	-2.158	-0.025	-0.779	-5.366	-7.505	1.404	-4.621
block	-0.327	-4.193	-2.800	-4.953	1.113	-1.775	0.810	2.136	-2.013	-0.264	-3.145	-0.709	-0.702	2.760	2.775	-0.192	5.314	-4.435	-0.541	-0.005
nevertheless	-0.354	-2.039	3.689	-0.194	-2.628	-0.472	-3.152	3.924	1.256	-1.111	0.256	-0.922	-0.836	1.830	-2.435	-1.805	-2.992	1.992	-2.504	1.787
issued	-6.423	-6.147	-4.138	0.604	1.361	-3.115	1.734	0.956	3.419	2.633	0.066	0.834	-4.379	-0.713	1.286	-6.871	-0.677	0.543	-0.981	-2.499
taught	1.469	-0.908	3.415	0.692	-5.166	-2.723	-0.180	-3.201	-0.563	1.413	-4.526	3.582	-5.484	-1.055	-4.348	3.085	-3.647	4.613	-1.436	4.726
bus	-2.311	-0.916	-2.623	-6.754	0.087	0.581	2.159	1.551	-7.184	3.999	-3.363	3.010	-0.658	4.039	1.786	1.863	8.576	1.092	4.358	-8.009
answer	4.124	-0.519	1.837	-0.071	1.939	-1.432	-5.716	-2.247	6.951	1.862	2.352	5.182	-2.970	1.037	0.870	-0.923	4.384	-2.923	-4.307	2.384
planned	-2.180	0.443	-1.530	-2.192	-0.670	-2.472	-0.491	5.983	-2.569	-0.105	1.459	4.793	-1.707	1.105	-3.535	-4.480	0.879	0.026	-1.915	-1.780
recording	-2.443	1.620	-7.643	-2.980	-2.060	0.200	1.559	-2.440	-0.301	-2.704	4.590	-2.502	-2.924	8.379	0.420	0.229	3.035	0.819	-3.981	1.438
interface	6.111	-1.165	2.508	-1.414	0.841	-5.525	2.214	-0.531	-7.286	0.134	1.397	0.079	-2.422	6.698	5.331	-1.912	7.031	-3.588	2.954	-1.129
ultimately	1.408	0.647	1.896	1.561	-0.247	-2.049	-2.267	7.528	0.817	0.639	2.538	-1.783	-1.183	0.846	-1.007	0.120	-2.081	0.859	-2.118	1.200
unable	-0.543	2.143	3.867	-5.877	0.424	-3.626	-3.771	5.676	0.958	3.980	1.863	0.727	-1.668	0.950	0.029	1.429	-1.965	0.466	-2.475	-0.559
fun	1.085	3.778	1.296	-3.896	-5.784	3.487	-1.926	-5.515	0.286	-0.498	4.080	5.817	1.046	3.511	-2.744	3.147	2.662	2.324	0.259	-0.339
lies	1.717	-3.101	-0.245	2.644	-0.441	2.490	-3.126	1.662	-0.040	-0.229	-1.632	2.265	3.890	-3.240	-4.665	4.523	2.054	-1.917	3.726	1.671
root	5.291	-5.211	2.867	1.705	-0.414	1.675	-2.897	-2.261	-1.007	2.091	1.321	-3.161	2.689	-4.214	3.862	2.655	4.066	0.933	2.529	0.743
wish	1.576	-0.222	3.774	-1.983	-1.900	-0.558	-5.915	-0.570	4.968	3.629	1.897	3.963	-4.853	-0.076	2.623	0.556	0.943	2.740	-1.227	-2.921
limit	0.450	-1.991	1.289	-1.723	-0.029	-1.000	-4.073	1.811	-0.070	4.077	-2.761	-1.635	5.403	-1.196	0.187	-0.374	5.885	-2.181	-4.850	-0.089
oldest	-4.998	-2.729	-0.586	3.378	-4.096	2.541	3.529	-0.399	-1.606	-2.608	-2.098	3.971	1.344	-2.254	-0.554	-0.687	0.513	3.993	2.812	4.442
maps	0.937	-1.385	2.694	5.047	-0.887	2.682	1.635	-0.143	-3.050	-5.202	-3.646	4.117	4.597	2.084	0.625	-2.521	9.789	-2.174	3.485	-0.474
measures	-2.550	-0.700	0.556	-0.125	-0.608	-1.910	-3.346	3.822	-0.305	-0.483	-4.997	-5.651	-1.231	-1.766	0.318	-3.884	2.380	-1.911	-4.377	-3.332
massive	-3.739	0.123	-0.428	-3.154	0.219	-2.624	0.109	7.461	-3.168	-4.075	0.612	-2.136	4.539	0.697	-3.694	-0.341	-0.703	-1.841	-1.290	-1.040
arrived	-3.259	-0.065	-0.612	-4.092	1.776	0.181	1.193	3.814	-2.342	0.175	2.358	8.378	-2.105	-5.251	-3.045	-0.114	-4.203	4.501	0.355	0.447
theatre	-3.519	5.273	-3.844	2.313	-6.176	4.524	6.663	-0.523	1.215	-1.396	-1.713	0.163	-3.263	5.981	-4.607	2.851	0.510	1.387	1.694	-2.557
atomic	0.525	3.096	-3.449	3.678	-2.564	-1.361	3.173	0.954	-5.062	-1.440	0.646	-1.562	1.895	-6.532	1.936	-7.515	1.895	-4.409	-6.729	2.272
pure	3.297	-2.471	2.273	0.331	-3.120	-0.074	-2.328	-1.289	-1.795	1.603	1.690	-6.019	0.693	-1.074	-2.836	-1.195	-0.497	-1.419	-0.913	5.173
producing	-2.934	0.458	-0.388	-2.892	-3.026	-2.143	0.422	-0.992	-4.484	1.160	2.421	-4.952	2.949	1.749	-2.269	-1.707	0.893	0.550	-1.381	2.129
agency	-4.490	6.649	1.086	6.705	0.974	-3.850	-1.721	1.299	-1.632	-0.211	-2.898	2.386	-1.246	0.523	2.512	-7.261	0.599	-5.759	2.196	-7.369
slow	1.433	-0.464	-0.907	-7.619	-2.400	-2.654	-3.133	3.180	-4.155	-2.010	3.472	-2.687	2.974	1.765	-3.398	1.706	1.559	-0.705	-3.765	-1.852
opposite	5.339	-1.742	-1.186	-0.109	-4.936	1.302	-2.786	2.912	1.350	3.850	-0.782	-0.523	1.870	-0.565	0.886	5.361	0.600	-4.238	-1.272	2.085
involves	0.908	-1.886	0.882	-1.521	-6.790	-7.219	-0.869	-0.995	-0.373	0.044	-1.715	-2.587	1.376	1.999	0.565	1.574	2.091	-2.653	-3.535	0.846
learn	2.994	0.568	7.922	-4.647	-5.256	-4.747	-2.395	-5.757	0.720	1.501	-0.256	3.957	-2.318	2.998	-2.398	3.676	1.542	4.731	-2.273	0.678
essential	0.398	-0.823	1.882	1.993	-3.528	-6.213	-4.820	-2.311	-1.524	0.620	0.158	-3.780	-1.501	0.700	-2.020	-0.146	0.766	-0.218	-0.154	2.598
alcohol	-4.833	-0.591	-2.066	-3.324	-1.295	-1.051	-7.837	-8.216	-0.059	1.217	3.095	-9.033	-1.488	-2.784	0.799	-3.408	-3.891	-0.960	-2.120	-1.738
impossible	3.500	0.852	5.285	-2.077	-1.532	-1.974	-3.220	3.595	1.734	0.777	3.614	0.705	1.010	-0.538	-1.013	-1.504	2.435	-1.778	-3.205	2.459
brief	-1.136	-1.345	-2.897	1.879	-0.197	-1.618	1.031	0.732	2.701	-3.984	1.406	1.431	-0.302	1.734	-2.572	-0.316	1.744	0.722	-2.644	-1.781
classification	-2.434	-0.248	6.022	4.328	-1.339	-2.213	0.633	-5.450	-4.482	-2.706	-5.425	-0.532	2.069	-3.091	5.500	-5.083	2.142	1.355	-1.889	6.162
shared	-0.149	-1.858	2.407	1.896	-2.235	-2.472	-1.998	-0.670	-0.832	1.883	-1.652	1.994	1.325	1.827	0.117	0.536	-1.773	1.782	-0.592	1.941
hundred	-6.260	-3.719	0.868	-4.508	0.304	2.535	2.416	2.478	2.342	-3.255	-1.455	1.163	2.050	-3.441	0.268	0.747	1.384	6.050	-3.452	1.066
apply	-0.312	-3.107	3.421	-0.569	-5.958	-4.903	-6.143	-0.982	1.488	5.164	-3.185	2.397	-0.764	-0.890	2.096	-3.262	0.138	-0.853	-4.345	1.749
distinction	5.160	-1.310	5.060	3.141	-4.484	1.356	-3.393	0.239	0.558	0.335	-1.541	-3.316	-1.025	-1.706	2.791	0.038	0.733	2.177	-3.403	0.960
sons	-2.501	0.774	4.236	0.542	8.305	2.326	2.702	1.924	6.576	2.558	0.595	-0.508	-2.714	-3.535	0.820	5.730	-0.888	5.584	1.393	2.946
choose	1.298	-2.371	3.840	-3.061	-2.533	-2.148	-5.909	-0.893	3.646	6.039	-2.818	3.165	-1.100	3.188	3.909	2.351	1.138	0.224	-2.654	0.393
showed	-1.189	0.031	-0.459	-1.008	-1.038	-3.800	0.553	1.366	1.717	-1.272	0.602	0.961	0.905	-0.354	-4.291	-0.094	-2.211	-1.033	-5.007	3.529
vast	-4.784	-2.945	3.722	-0.401	-1.324	-0.338	-4.497	4.393	-2.114	-2.368	-1.891	-1.165	4.187	0.194	-2.304	-0.787	0.110	1.876	1.384	3.433
capable	1.084	1.221	4.518	-4.724	-2.805	-4.524	1.322	3.212	-1.609	1.910	1.283	-3.300	2.194	0.294	0.880	0.073	1.926	-1.623	-2.775	-0.044
religions	2.752	-3.941	4.875	7.029	-0.587	0.877	-6.542	-0.043	1.270	-8.166	-1.704	-3.342	-1.348	0.079	6.293	6.883	-2.618	5.923	3.403	-1.022
judge	-2.985	-0.284	2.007	2.115	4.563	-2.010	0.088	0.299	9.546	3.708	-0.333	2.739	-2.663	0.186	4.827	-1.977	-2.466	-5.140	-0.680	2.705
linked	0.775	-4.056	2.678	-0.047	-0.718	-4.038	-1.371	-2.257	-3.490	-1.847	-2.885	0.071	3.494	-0.246	4.100	1.234	1.163	-2.016	1.578	1.520
officer	-1.888	6.803	2.320	0.334	1.350	0.186	4.995	0.350	3.608	7.081	-4.632	2.682	-6.197	0.226	0.955	-3.228	-4.368	-7.480	1.349	-4.477
genre	3.534	2.435	3.000	3.502	-5.309	4.121	4.127	-0.757	0.193	-6.647	6.181	-4.878	2.501	9.029	0.200	0.593	0.585	3.599	-2.075	1.397
succeeded	-0.676	-1.905	-0.938	-1.750	6.978	-0.079	1.628	6.318	1.109	4.349	-0.307	-0.007	-3.112	-2.518	-6.595	0.234	-4.846	0.715	-1.886	0.577
resolution	-0.607	-2.399	-3.308	2.434	-0.350	-2.726	-3.142	4.291	0.271	-2.363	-2.634	-0.096	-1.045	-0.243	5.341	-5.063	4.800	-4.211	-4.263	-3.486
interests	-1.206	5.185	6.125	3.836	-2.901	0.110	-5.978	4.786	0.494	1.421	-2.713	-1.893	-2.982	4.701	-0.041	-0.637	-2.469	1.136	0.969	-2.333
mechanics	7.148	3.691	0.637	6.200	-4.486	-0.221	2.049	1.909	-2.647	-1.818	-1.982	-2.076	-1.339	0.031	-0.775	-2.997	4.328	-1.883	-8.994	5.088
sought	-1.396	-0.900	2.996	0.260	0.052	-3.941	-2.866	5.445	-0.524	1.759	-0.724	-0.261	-2.577	1.626	-2.905	-0.414	-4.993	2.013	-0.073	-0.532
represents	2.045	-6.967	-1.069	3.103	-3.053	-1.760	-1.575	-0.346	0.891	3.163	-1.925	-0.962	4.003	-0.972	-0.086	1.343	3.032	-0.679	-1.210	1.228
tools	0.166	1.705	8.496	-3.640	-1.105	-5.588	2.705	-2.668	-5.380	-2.856	-0.353	-3.205	-1.830	5.577	0.166	-2.630	4.696	-1.390	3.442	2.494
input	6.028	-3.172	-0.207	-3.003	1.153	-4.508	-1.161	-2.316	-2.102	4.610	-0.006	-4.549	-2.664	3.245	3.087	0.046	12.003	-1.436	-3.923	-0.041
hair	-0.183	0.037	1.736	-5.352	-2.693	3.529	-0.246	-2.869	6.087	0.533	3.851	-7.298	3.261	-0.565	0.800	6.939	-2.254	-6.596	3.185	4.717
enter	-1.231	-1.487	-0.287	-3.921	-2.501	-3.423	-2.395	4.416	0.826	4.939	0.299	4.458	-1.122	-0.710	1.666	2.005	1.059	-0.172	0.196	-1.700
transfer	-1.545	-2.074	-0.875	-1.532	-0.381	-6.027	-3.028	2.402	-3.822	4.309	-0.620	-0.853	1.086	-1.274	1.822	-3.158	5.450	-0.586	-1.932	-3.066
store	-4.963	0.182	0.222	-6.289	1.020	-2.084	-0.459	-4.114	-0.661	3.768	0.299	0.500	-0.610	1.548	0.682	-0.561	7.688	-1.600	3.053	1.020
molecular	0.654	5.561	-0.877	2.296	-1.514	-3.872	-1.548	-3.809	-8.252	-1.573	-1.521	-3.453	1.452	-3.539	2.879	-0.165	3.558	-0.803	-5.911	8.614
ending	2.538	-4.440	-2.159	-0.732	-1.689	2.495	0.346	2.401	2.198	2.565	4.168	0.401	1.009	-1.678	1.473	-0.148	-0.708	2.227	-2.861	-3.616
components	1.329	1.484	1.528	-2.374	-2.792	-1.967	-0.039	0.727	-7.056	-0.934	-2.545	-6.885	-1.179	0.409	3.994	-1.572	7.239	-1.753	-1.623	2.005
radiation	1.570	7.010	-3.864	0.398	-4.953	-1.954	-1.427	0.366	-3.618	-5.533	5.200	-5.213	5.116	-5.887	2.102	-1.155	2.908	-7.455	-5.590	-0.114
protect	-2.494	-0.500	5.688	-2.859	-2.315	-7.213	-2.519	4.424	0.016	3.829	-0.776	-1.101	-0.274	-0.313	1.360	0.434	-3.433	-3.243	4.038	-3.079
castle	-1.969	0.293	0.180	-0.093	-1.172	6.245	7.763	4.652	1.201	1.389	-0.946	1.817	-3.970	-0.507	-4.086	3.919	3.479	2.011	8.123	0.445
cast	-1.940	0.845	-1.094	-1.861	-1.864	1.107	3.143	0.900	5.241	1.646	4.287	-2.110	0.378	4.033	0.226	2.447	-0.083	-2.002	0.667	1.614
biological	-1.067	4.528	4.761	4.821	-2.396	-8.442	-1.804	-1.083	-5.285	-3.079	-0.235	-4.449	3.527	-4.303	2.333	-1.474	-1.348	-1.117	-2.457	3.932
computing	1.135	0.363	2.131	2.439	-0.443	-5.000	3.726	-3.560	-7.316	-0.790	-3.037	3.088	0.425	3.981	0.754	-4.539	6.785	2.044	-2.921	0.992
fear	2.371	1.961	3.656	-0.788	-0.133	-3.327	-4.491	1.039	5.321	-0.871	5.511	-0.631	1.677	0.023	-2.968	3.764	-3.076	-1.441	-0.796	-4.682
progress	-0.117	1.677	0.176	2.359	-0.294	-3.171	-3.840	4.347	-0.903	-2.676	-1.348	-0.320	-1.951	2.733	-3.952	-1.039	1.877	1.324	-3.799	-1.363
molecules	2.144	6.145	-1.492	-2.528	-1.870	0.881	-7.872	2.015	-7.032	-0.252	-0.256	-7.242	-1.714	-5.302	6.519	2.534	5.246	-3.503	-3.384	7.579
proof	2.788	-0.222	5.081	1.697	4.491	-0.946	-1.387	-0.350	4.595	1.341	-0.751	-1.444	-2.596	-0.201	0.248	-4.341	3.328	-3.507	-5.096	7.752
continuous	4.948	-1.202	-0.061	2.619	-1.550	1.180	-4.142	2.330	-3.879	2.000	-1.668	-2.107	3.302	-0.168	1.368	0.701	6.250	-1.289	-2.634	1.649
costs	-6.667	3.945	3.140	-6.267	-0.374	-0.403	-6.419	1.251	-0.550	2.358	-2.682	-3.218	1.825	2.532	-2.833	-5.138	7.482	-1.732	-3.575	-5.225
ask	0.617	-0.781	1.503	-2.331	-0.453	-4.074	-6.647	-4.050	4.826	4.063	1.831	8.346	-2.896	0.376	0.659	0.619	1.292	-2.023	-0.047	0.046
[	4.613	0.372	0.217	-1.561	-8.598	-3.386	-3.097	-3.510	-0.783	-1.098	2.274	4.860	-8.292	-5.372	1.133	0.747	1.518	-3.630	4.082	-1.597
capacity	-3.446	1.668	2.006	-3.927	0.757	-1.318	-0.862	1.547	-0.803	3.550	-2.344	-4.071	2.461	0.857	-0.962	-2.195	6.166	-1.067	-3.367	-2.056
understood	4.669	-3.042	4.209	1.630	-5.367	-2.818	-4.175	-1.696	-0.657	1.049	0.775	-0.192	-0.657	-3.004	-1.392	-1.683	-1.689	1.044	-3.351	3.909
membership	-3.756	-0.207	-1.154	3.157	-1.732	2.645	-7.258	2.434	0.534	0.099	-5.392	1.621	-3.355	3.209	6.306	-3.569	-0.623	2.373	-3.772	-2.370
fair	-3.391	0.370	-0.993	2.436	-2.951	1.238	-4.754	0.256	4.074	2.697	0.603	2.282	0.838	4.268	-0.012	-1.702	2.386	-0.942	-0.114	0.246
biology	-0.409	5.781	1.647	7.736	-2.154	-7.265	-1.118	-6.270	-7.406	-3.678	-2.312	0.149	2.570	-2.498	1.295	2.272	2.050	2.386	-2.285	6.165
rarely	-0.119	-2.118	2.610	-3.462	-5.479	1.806	-2.189	-0.207	1.572	-0.250	0.904	-2.107	1.839	0.542	1.573	-0.537	-1.083	-0.058	-2.700	1.418
lady	-2.311	3.550	-4.331	3.696	-0.953	5.677	1.980	-2.041	7.944	4.648	2.457	-1.394	-3.244	-3.214	-2.366	5.759	-0.458	0.307	2.894	-0.230
invented	3.415	-1.165	-0.387	-0.670	-2.955	-2.465	7.725	-2.778	-4.781	1.711	2.460	0.514	-1.958	0.149	-2.577	-2.471	-2.862	0.073	-1.632	5.139
developing	-1.953	1.796	2.268	0.059	-4.312	-4.692	-3.154	1.471	-6.487	-1.059	-1.431	0.175	1.048	2.231	-2.618	-2.257	-0.984	3.162	-2.742	-0.932
route	0.511	3.961	0.126	-2.578	1.474	2.348	-0.124	6.216	-5.057	-0.299	-1.677	4.751	0.254	-2.723	-0.694	2.999	6.728	-0.824	4.285	-5.614
offers	-3.285	0.156	1.434	0.195	-2.446	-4.062	-2.356	-2.807	0.407	1.473	-2.029	3.328	1.370	3.713	-2.852	-0.203	2.964	-0.779	1.087	-0.955
twice	-1.880	-0.893	-2.566	-4.097	0.314	4.209	0.608	2.192	3.775	1.697	0.685	1.729	1.823	-1.755	-0.041	1.025	2.162	0.637	-4.945	0.304
phrase	5.920	-4.120	1.790	2.979	-4.062	1.121	-0.347	-2.250	3.070	2.197	5.906	-1.000	-2.166	0.174	2.652	-1.877	0.123	0.171	1.172	-0.078
theme	1.674	-0.346	-1.418	3.698	-4.189	2.126	2.058	0.289	4.562	-3.587	4.267	-1.973	0.516	7.238	-0.561	3.865	3.681	1.396	0.872	-0.272
indicate	1.305	-8.277	2.290	-2.121	-3.337	-1.320	-2.430	-2.273	1.059	0.059	0.117	0.180	3.528	-1.876	1.233	-2.555	0.015	-0.641	-3.207	2.600
networks	-3.110	3.001	0.104	0.330	-2.342	-3.011	-3.526	1.269	-8.707	-2.603	-2.542	0.988	0.620	5.034	7.339	-1.075	7.417	3.596	0.145	-4.683
merely	3.314	-2.102	5.029	1.597	-3.264	-2.369	-3.523	1.750	4.422	1.935	2.458	-2.027	-1.463	0.853	0.149	-1.317	-0.321	-1.130	-1.482	2.146
trees	-5.082	0.828	4.262	-3.551	-2.266	0.954	-3.233	-2.383	-0.816	-2.434	0.807	-3.342	4.040	-2.187	1.470	5.761	5.335	-0.873	8.451	4.828
settled	-3.761	-1.506	2.117	-1.543	1.739	2.205	-1.876	4.956	-3.741	-0.136	-0.409	5.361	-0.038	-4.291	-1.979	1.012	-5.675	6.468	1.515	3.349
license	-4.129	0.074	-0.326	2.802	0.595	-0.226	-3.337	-1.060	-0.585	4.181	3.153	-0.552	-6.108	6.921	6.327	-10.379	5.479	-1.799	3.361	1.865
destruction	-3.005	-1.965	3.025	0.521	2.342	-6.483	-0.053	8.687	2.409	-5.522	2.640	-1.209	1.395	-2.719	-0.542	1.398	1.057	0.056	2.264	-3.252
prayer	-1.631	-6.283	-2.720	-1.091	-4.045	-2.080	-4.709	-3.008	6.419	-2.796	-0.705	0.113	-8.914	-0.264	2.339	5.525	4.204	4.206	2.492	-1.939
apart	0.343	-2.064	0.533	-2.880	-3.985	0.137	-1.344	3.105	0.991	0.222	0.067	0.773	0.861	-0.089	-1.006	3.144	1.735	1.459	-1.602	1.937
poetry	3.106	-2.719	2.010	3.459	-3.228	4.613	3.102	-7.504	3.772	-5.007	2.335	-3.087	-2.054	1.516	-7.427	2.752	1.381	7.215	-0.983	1.619
candidate	0.129	2.177	-2.863	0.980	3.542	6.794	-5.651	2.966	4.454	3.520	-2.839	0.976	-1.589	3.811	1.828	-2.682	-2.776	-4.641	-6.979	1.875
ratio	-0.304	-2.474	-0.026	-0.601	0.383	2.204	0.256	-0.867	0.774	2.765	-2.860	-7.807	7.439	-3.232	-0.330	0.043	5.496	-1.510	-6.453	0.980
kill	0.827	1.467	4.101	-6.647	3.440	-5.619	0.760	1.585	5.016	3.488	6.991	1.973	1.291	-2.042	1.293	3.918	-4.006	-2.907	0.271	-3.291
wind	2.711	1.372	-3.367	-2.957	-4.502	2.013	0.294	2.638	-2.391	-0.663	4.122	-3.437	3.900	-2.178	-4.711	5.075	2.418	-3.246	1.237	-1.220
telephone	-3.142	2.130	-2.649	-2.552	-1.196	-1.508	-0.524	-3.390	-5.387	4.013	-2.825	2.617	-3.105	1.269	3.488	-1.597	7.776	1.534	1.123	-7.084
assumed	1.151	-3.770	1.204	0.814	-0.196	-0.723	-1.237	2.272	1.368	2.966	-0.292	0.072	0.219	-2.379	-2.051	-2.289	-1.802	-1.078	-2.336	2.915
save	-0.903	-1.989	0.464	-2.675	-1.873	-2.790	-0.155	2.594	4.522	5.145	3.797	3.279	-0.424	0.786	-0.636	2.240	1.803	1.866	0.401	-2.951
phone	-0.723	2.233	-0.913	-6.319	-1.864	-2.494	-1.577	-3.922	-2.046	2.582	0.937	6.484	-4.065	0.789	4.235	0.676	6.538	1.358	0.300	-5.139
straight	4.107	-0.846	-1.624	-3.791	-2.768	2.733	0.354	2.352	0.989	2.063	0.526	2.027	3.970	3.043	1.725	6.828	3.778	-3.300	-1.165	1.663
finished	-1.696	0.555	-4.112	-4.528	-0.246	2.385	1.833	2.754	-0.665	1.195	1.605	5.038	0.137	1.270	-2.994	0.273	2.641	2.003	-4.755	2.981
]	4.160	1.156	2.974	-2.409	-6.703	-2.187	-0.721	-4.640	1.216	-2.449	2.744	6.645	-6.290	-5.806	1.926	0.263	1.209	-2.257	2.612	-1.348
essentially	1.719	-2.878	1.646	0.293	-2.387	-1.436	-0.238	2.908	-0.792	0.742	1.007	-2.142	0.096	2.090	0.546	-1.215	1.544	0.446	-1.470	2.806
unless	-0.102	-1.896	1.949	-4.179	-2.934	-1.237	-5.985	2.202	5.127	4.976	2.247	0.383	-2.588	-0.505	3.297	-1.537	1.959	-1.205	-2.790	-0.186
publishing	-4.911	0.270	-2.246	6.927	3.126	-4.883	2.546	-2.236	-2.148	-1.259	0.177	2.245	-0.359	5.948	-2.002	-0.903	3.849	4.675	1.705	1.831
severe	-3.294	0.408	0.204	-5.954	1.013	-3.772	-4.570	2.740	1.537	-4.909	-1.048	-3.346	3.371	-3.164	-3.537	3.108	-5.266	-2.968	-5.291	-3.775
portion	-2.234	-1.804	0.385	-0.001	-0.245	1.768	-2.868	4.783	-1.333	0.307	-2.377	-2.659	1.124	-1.850	0.960	2.880	3.605	0.503	3.622	0.687
viewed	2.035	-3.792	1.466	2.046	-4.484	-3.166	-1.357	1.659	0.947	-0.506	-0.460	0.330	1.458	1.213	-0.699	-0.288	-2.539	-1.856	-1.539	1.615
authorities	-4.313	-0.562	3.901	-0.093	0.418	-0.117	-3.304	4.609	2.957	-3.270	-2.759	-0.686	-6.677	-0.499	3.622	-3.600	-2.780	1.118	1.112	-3.884
clock	0.616	0.343	-6.265	-4.676	-2.408	-1.135	2.870	-0.080	-1.751	1.554	1.742	0.578	-0.822	-1.045	-1.359	1.817	11.264	1.334	-5.076	-0.824
younger	-2.076	1.022	3.274	-2.332	2.462	2.910	2.514	-1.439	3.192	2.802	0.584	-1.592	-0.404	-0.955	-3.307	4.230	-4.804	6.311	-3.200	4.493
thinking	5.107	3.262	3.598	1.305	-2.375	-3.323	-4.078	-1.256	1.438	-1.814	2.563	1.885	-2.748	1.773	-4.461	2.538	1.107	0.494	-2.226	1.415
demand	-3.157	1.465	1.812	-2.748	0.372	-1.689	-5.517	2.868	-1.171	4.218	0.016	-6.555	0.305	4.134	-4.106	-1.314	2.962	1.067	-1.722	-2.687
edge	2.076	-0.082	-1.788	-2.694	-2.278	2.587	-0.413	4.441	-2.546	-0.384	-1.146	-0.951	4.662	1.957	-0.207	6.184	4.720	-3.769	1.708	-0.026
fought	1.183	-1.858	1.676	-0.605	0.302	1.033	4.334	8.901	0.669	0.571	-0.712	3.982	1.483	-1.731	1.342	3.318	-9.088	1.677	-1.527	-2.941
directory	-2.216	-0.725	1.151	6.521	1.149	-1.260	-6.668	-3.714	-6.185	-5.042	-3.226	8.361	2.286	8.228	2.908	-2.460	6.085	-3.512	9.301	-1.254
&pound;	-8.221	1.923	-0.917	-8.971	-0.884	6.477	-8.260	-5.682	3.677	5.043	-2.982	1.653	-3.198	-3.996	-3.571	-5.202	13.311	-1.220	-2.409	-0.425
opinion	0.041	-1.270	0.568	3.907	0.064	-0.122	-7.333	1.425	5.266	-2.834	0.185	0.169	-3.016	3.311	0.169	-1.999	-1.612	-1.110	-2.750	1.249
items	-5.106	-1.035	7.303	-6.361	-3.155	0.471	0.943	-1.906	3.175	-1.001	0.734	-3.585	0.496	3.318	4.887	-1.700	7.691	-0.374	3.791	-0.199
girl	0.009	4.901	-0.892	-2.051	-0.661	6.779	2.383	-5.821	6.823	2.573	7.516	0.091	0.554	0.040	-1.418	5.971	-0.413	0.527	2.158	-1.587
bear	-0.631	0.709	5.044	0.180	-2.391	1.593	-0.127	-0.881	3.449	1.774	3.149	1.105	4.911	-3.163	1.763	3.390	-3.170	-1.272	3.625	2.438
